EventNo	x	y	yReversed	Player	Type	x_m	y_m	DistanceFromBall	Speed (m/s)	TimeToBall (s)	Man in Possession	Pressure Lookup	TeamOnBall	Oppositoin xPressure	Count	Team	Position	Notes	Prior x (m)	Prior y (m)	Distance (m)	Speed (m/s)	Direction	Data Complete?
37	17.9	12.6	87.4		Arsenal	18.8	8.6	3.6	3.7	1.0	0	0.200	1	0.000	1				0.0	0.0	20.6	#ARG!		
37	17.3	18.9	81.1		Arsenal	18.2	12.9	7.8	3.7	1.6	0	0.025	0	0.025	2				0.0	0.0	22.3	#ARG!		
37	32.0	9.7	90.3		Arsenal	33.6	6.6	13.2	3.7	2.4	0	0.000	0	0.000	3				0.0	0.0	34.2	#ARG!		
37	35.7	22.6	77.4		Arsenal	37.5	15.4	19.8	3.7	3.3	0	0.000	0	0.000	4				0.0	0.0	40.5	#ARG!		
37	40.0	51.3	48.7		Arsenal	42.0	34.9	36.6	3.7	5.7	0	0.000	0	0.000	5				0.0	0.0	54.6	#ARG!		
37	43.2	72.1	27.9		Arsenal	45.4	49.0	50.3	3.7	7.7	0	0.000	0	0.000	6				0.0	0.0	66.8	#ARG!		
37	25.5	45.3	54.7		Arsenal	26.8	30.8	26.2	3.7	4.2	0	0.000	0	0.000	7				0.0	0.0	40.8	#ARG!		
37	12.9	36.6	63.4		Arsenal	13.5	24.9	20.7	3.7	3.4	0	0.000	0	0.000	8				0.0	0.0	28.3	#ARG!		
37	12.0	49.7	50.3		Arsenal	12.6	33.8	29.5	3.7	4.7	0	0.000	0	0.000	9				0.0	0.0	36.1	#ARG!		
37	13.4	58.7	41.3		Arsenal	14.1	39.9	35.1	3.7	5.5	0	0.000	0	0.000	10				0.0	0.0	42.3	#ARG!		
37	3.4	48.7	51.3		Arsenal	3.6	33.1	32.5	3.7	5.1	0	0.000	0	0.000	11			Not in view	0.0	0.0	33.3	#ARG!		
38	6.4	22.6	77.4	Ball	Ball	6.8	15.4												20.4	5.4	17.0	#ARG!		
38	7.3	22.4	77.6	Roberto Firmino	Liverpool	7.7	15.2	1.0	3.7	0.3	1	0.500	1	0.000					0.0	0.0	17.0	#ARG!		
38	11.1	50.3	49.7		Liverpool	11.6	34.2	19.4	3.7	3.2	0	0.000	1	0.000					0.0	0.0	36.1	#ARG!		
38	17.3	60.8	39.2		Liverpool	18.2	41.3	28.4	3.7	4.5	0	0.000	1	0.000					0.0	0.0	45.2	#ARG!		
38	22.0	46.8	53.2		Liverpool	23.1	31.9	23.2	3.7	3.8	0	0.000	1	0.000					0.0	0.0	39.3	#ARG!		
38	38.0	35.0	65.0		Liverpool	39.9	23.8	34.2	3.7	5.4	0	0.000	1	0.000					0.0	0.0	46.5	#ARG!		
38	33.4	4.7	95.3		Liverpool	35.1	3.2	30.8	3.7	4.9	0	0.000	1	0.000					0.0	0.0	35.2	#ARG!		
38	17.0	4.2	95.8		Liverpool	17.8	2.9	16.7	3.7	2.9	0	0.000	1	0.000					0.0	0.0	18.0	#ARG!		
38	47.7	35.3	64.7		Liverpool	50.1	24.0	44.2	3.7	6.8	0	0.000	1	0.000					0.0	0.0	55.5	#ARG!		
38	48.6	64.2	35.8		Liverpool	51.0	43.7	52.5	3.7	8.0	0	0.000	1	0.000					0.0	0.0	67.1	#ARG!		
38	55.2	52.4	47.6		Liverpool	57.9	35.6	55.0	3.7	8.3	0	0.000	1	0.000					0.0	0.0	68.0	#ARG!		
38	88.6	49.5	50.5		Liverpool	93.0	33.6	88.2	3.7	13.1	0	0.000	1	0.000					0.0	0.0	98.9	#ARG!		
38	8.2	23.2	76.8		Arsenal	8.6	15.7	1.9	3.7	0.5	0	0.300	0	0.300					0.0	0.0	18.0	#ARG!		
38	15.4	9.7	90.3		Arsenal	16.1	6.6	12.8	3.7	2.3	0	0.000	0	0.000					0.0	0.0	17.4	#ARG!		
38	10.4	36.1	63.9		Arsenal	10.9	24.5	10.0	3.7	1.9	0	0.013	0	0.013					0.0	0.0	26.8	#ARG!		
38	8.9	44.7	55.3		Arsenal	9.4	30.4	15.3	3.7	2.7	0	0.000	0	0.000					0.0	0.0	31.8	#ARG!		
38	9.1	55.3	44.7		Arsenal	9.6	37.6	22.4	3.7	3.7	0	0.000	0	0.000					0.0	0.0	38.8	#ARG!		
38	18.4	41.8	58.2		Arsenal	19.3	28.5	18.1	3.7	3.1	0	0.000	0	0.000					0.0	0.0	34.4	#ARG!		
38	27.1	8.2	91.8		Arsenal	28.5	5.5	23.9	3.7	3.9	0	0.000	0	0.000					0.0	0.0	29.0	#ARG!		
38	28.4	20.8	79.2		Arsenal	29.8	14.1	23.1	3.7	3.8	0	0.000	0	0.000					0.0	0.0	33.0	#ARG!		
38	37.1	50.0	50.0		Arsenal	39.0	34.0	37.2	3.7	5.8	0	0.000	0	0.000					0.0	0.0	51.7	#ARG!		
38	36.4	71.1	28.9		Arsenal	38.3	48.3	45.6	3.7	7.0	0	0.000	0	0.000					0.0	0.0	61.6	#ARG!		
38	1.3	42.6	57.4		Arsenal	1.3	29.0	14.6	3.7	2.6	0	0.000	0	0.000					0.0	0.0	29.0	#ARG!		
39	0.2	22.1	77.9	Ball	Ball	0.2	15.0								1				6.8	15.4	6.6	#ARG!		
39	0.2	22.9	77.1	Roberto Firmino	Liverpool	0.2	15.6	0.5	3.7	0.1	1	0.500	1	0.000	1				7.7	15.2	7.5	#ARG!		
39	8.8	49.5	50.5		Liverpool	9.2	33.6	20.7	3.7	3.4	0	0.000	1	0.000	2				0.0	0.0	34.9	#ARG!		
39	13.9	65.3	34.7		Liverpool	14.6	44.4	32.7	3.7	5.1	0	0.000	1	0.000	3				0.0	0.0	46.7	#ARG!		
39	20.2	45.0	55.0		Liverpool	21.2	30.6	26.1	3.7	4.2	0	0.000	1	0.000	4				0.0	0.0	37.2	#ARG!		
39	12.9	3.2	96.8		Liverpool	13.5	2.1	18.5	3.7	3.1	0	0.000	1	0.000	5				0.0	0.0	13.7	#ARG!		
39	31.6	6.1	93.9		Liverpool	33.2	4.1	34.8	3.7	5.4	0	0.000	1	0.000	6				0.0	0.0	33.4	#ARG!		
39	35.4	23.7	76.3		Liverpool	37.1	16.1	37.0	3.7	5.8	0	0.000	1	0.000	7				0.0	0.0	40.5	#ARG!		
39	41.4	30.5	69.5		Liverpool	43.5	20.8	43.7	3.7	6.7	0	0.000	1	0.000	8				0.0	0.0	48.2	#ARG!		
39	48.8	46.6	53.4		Liverpool	51.2	31.7	53.6	3.7	8.1	0	0.000	1	0.000	9				0.0	0.0	60.2	#ARG!		
39	43.8	57.6	42.4		Liverpool	45.9	39.2	51.7	3.7	7.9	0	0.000	1	0.000	10				0.0	0.0	60.4	#ARG!		
39	88.4	49.5	50.5		Liverpool	92.8	33.6	94.5	3.7	14.0	0	0.000	1	0.000	11			Not in view	0.0	0.0	98.7	#ARG!		
39	0.2	25.3	74.7		Arsenal	0.2	17.2	2.1	3.7	0.6	0	0.300	0	0.300	1				0.0	0.0	17.2	#ARG!		
39	4.6	19.2	80.8		Arsenal	4.9	13.1	5.1	3.7	1.2	0	0.100	0	0.100	2				0.0	0.0	13.9	#ARG!		
39	5.2	55.0	45.0		Arsenal	5.4	37.4	23.0	3.7	3.8	0	0.000	0	0.000	3				0.0	0.0	37.8	#ARG!		
39	4.8	46.1	53.9		Arsenal	5.1	31.3	17.0	3.7	2.9	0	0.000	0	0.000	4				0.0	0.0	31.7	#ARG!		
39	4.8	40.0	60.0		Arsenal	5.1	27.2	13.1	3.7	2.3	0	0.000	0	0.000	5				0.0	0.0	27.7	#ARG!		
39	11.6	37.6	62.4		Arsenal	12.2	25.6	16.0	3.7	2.8	0	0.000	0	0.000	6				0.0	0.0	28.3	#ARG!		
39	16.4	8.2	91.8		Arsenal	17.3	5.5	19.5	3.7	3.3	0	0.000	0	0.000	7				0.0	0.0	18.1	#ARG!		
39	21.4	26.6	73.4		Arsenal	22.5	18.1	22.5	3.7	3.7	0	0.000	0	0.000	8				0.0	0.0	28.9	#ARG!		
39	26.8	72.4	27.6		Arsenal	28.1	49.2	44.1	3.7	6.8	0	0.000	0	0.000	9				0.0	0.0	56.7	#ARG!		
39	31.4	46.8	53.2		Arsenal	33.0	31.9	36.9	3.7	5.7	0	0.000	0	0.000	10				0.0	0.0	45.9	#ARG!		
39	1.1	43.7	56.3		Arsenal	1.1	29.7	14.7	3.7	2.6	0	0.000	0	0.000	11			Not in view	0.0	0.0	29.7	#ARG!		
